.004
.006
.008
.011
.011
.015
.018
.023
.028
.033
.037
.04
.044
.045
.045
.046
.048
.05
.049
.049
.048
.048
.049
.049
.046
.044
.044
.045
.045
.044
.048
.043
.041
.04
.04
.041
.04
.041
.04
.04
.04
.038
.036
.035
.033
.033
.032
.032
.032
.032
.032
.031
.028
.028
.027
.029
.03
.027
.025
.026
.025
.025
.023
.023
.022
.022
.019
.017
.016
.017
.017
.012
.013
.011
.012
.012
.009
.007
.008
.006
