1990,1,.037248,.0004422,0
1990,2,.036993,.00023003,.00001373
1990,3,.036935,.00021428,.00010177
1990,4,.035317,-.0013612,-.0014661
1990,5,.036309,-.00032643,.00033939
1990,6,.035687,-.0009066,-.00074694
1990,7,.036909,.00035783,.00080128
1990,8,.036161,-.00034717,-.0005222
1990,9,.037287,.00082129,.00099111
1990,10,.037735,.0013118,.00091009
1990,11,.038228,.0018469,.0012052
1990,12,.038227,.0018882,.00098485
1991,1,.039353,.0030571,.0021335
1991,2,.038133,.00188,.00038473
1991,3,.037252,.0010416,.00012204
1991,4,.039028,.0028601,.0023507
1991,5,.037196,.00107,-.000329
1991,6,.037297,.0012133,.00068996
1991,7,.037221,.0011801,.00058663
1991,8,.03767,.0016715,.0010943
1991,9,.037192,.0012367,.00041907
1991,10,.037,.0010867,.00048179
1991,11,.036579,.00070787,.00017634
1991,12,.035881,.000052577,-.00029367
1992,1,.033845,-.001941,-.0019668
1992,2,.035929,.00018584,.0011353
1992,3,.034408,-.001293,-.0013839
1992,4,.035022,-.0006363,-3.83780000000e-06
1992,5,.036134,.00051857,.0008298
1992,6,.035993,.0004199,.00016625
1992,7,.035747,.00021623,.000010847
1992,8,.035529,.000040344,-.000065423
1992,9,.035554,.00010861,.000088876
1992,10,.034083,-.0013199,-.001373
1992,11,.032651,-.00271,-.0020644
1992,12,.034567,-.00075136,.00057417
1993,1,.036713,.0014374,.0018049
1993,2,.03408,-.001153,-.001856
1993,3,.034849,-.00034129,.00022265
1993,4,.035025,-.00012284,.000044101
1993,5,.033084,-.0020222,-.0019621
1993,6,.034444,-.00061966,.00036946
1993,7,.033001,-.0020197,-.0017166
1993,8,.032124,-.0028538,-.0018659
1993,9,.034784,-.00015182,.0012441
1993,10,.032028,-.0028654,-.0027912
1993,11,.033882,-.00096899,.00043258
1993,12,.03341,-.0013984,-.00092445
1994,1,.033679,-.0010867,-.00040269
1994,2,.032343,-.0023802,-.0018487
1994,3,.036518,.0018377,.0030019
1994,4,.033814,-.0008245,-.0017234
1994,5,.034178,-.00041741,-.000014116
1994,6,.037509,.0029557,.0031598
1994,7,.034704,.00019339,-.0012523
1994,8,.034916,.00044775,.00035316
1994,9,.03155,-.0028756,-.0030946
1994,10,.035313,.00092947,.002336
1994,11,.030932,-.0034088,-.0038635
1994,12,.033507,-.00079094,.00087643
1995,1,.033338,-.00091744,-.00053056
1995,2,.033273,-.00094062,-.00049187
1995,3,.034743,.00057223,.0010323
1995,4,.03123,-.0028985,-.0031784
1995,5,.034306,.00022051,.0016383
1995,6,.034721,.00067774,.00056988
1995,7,.035955,.0019539,.0016224
1995,8,.035058,.0011003,.00014454
1995,9,.034371,.00045589,-.000082282
1995,10,.033502,-.00037138,-.00059437
1995,11,.035184,.0013532,.0015348
1995,12,.034982,.0011941,.00053222
1996,1,.03313,-.00061578,-.0011999
1996,2,.03316,-.000543,-.00024181
1996,3,.03276,-.00090031,-.00063471
1996,4,.033736,.00011747,.00055784
1996,5,.036238,.0026627,.0026052
1996,6,.034284,.000751,-.00055139
1996,7,.033576,.000085602,-.00028174
1996,8,.03002,-.0034282,-.0034701
1996,9,.035133,.0017271,.0034039
1996,10,.032825,-.00053844,-.0013832
1996,11,.033412,.000091263,.00035463
1996,12,.036346,.0030678,.0030232
1997,1,.03362,.00038439,-.0011162
1997,2,.034312,.0011188,.0009308
1997,3,.030206,-.0029449,-.0034921
1997,4,.03374,.00063173,.0020722
1997,5,.033858,.000792,.000483
1997,6,.029292,-.0037309,-.0041183
1997,7,.030363,-.0026173,-.0007924
1997,8,.031203,-.0017353,-.00045512
1997,9,.031162,-.0017339,-.00088509
1997,10,.031203,-.0016502,-.00080208
1997,11,.031435,-.001375,-.00056788
1997,12,.031,-.0017678,-.0010952
1998,1,.034172,.0014461,.0023108
1998,2,.033385,.00070171,-5.63260000000e-06
1998,3,.032438,-.00020263,-.00054586
1998,4,.034568,.0019697,.0020688
1998,5,.029117,-.0034383,-.0044017
1998,6,.032639,.00012649,.0018083
1998,7,.03174,-.00073076,-.00079262
1998,8,.03354,.0011116,.001469
1998,9,.03567,.003285,.0027413
1998,10,.030741,-.0016019,-.0032087
1998,11,.030065,-.0022357,-.0014521
1998,12,.027538,-.0047199,-.0036264
1999,1,.029382,-.0028335,-.0005249
1999,2,.031859,-.00031396,.001072
1999,3,.029371,-.0027593,-.0026057
